Crash ID,Crash Date,Crash Year,Person Injury Severity,Person Non-Suspected Serious Injury Count,Person Not Injured Count,Person Possible Injury Count,Person Suspected Serious Injury Count,Person Total Injury Count,Person Type
12554010,2/19/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12546448,2/20/12,2012,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
12546466,2/20/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12555879,2/21/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12554157,2/22/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12555751,2/23/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12567269,2/23/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12555860,2/24/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12555826,2/25/12,2012,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
12555913,2/25/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12559440,2/25/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12567158,2/25/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12567221,2/25/12,2012,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
12559459,2/27/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12559471,2/27/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12563532,2/27/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12564666,2/27/12,2012,N - NOT INJURED,0,1,0,0,0,4 - PEDESTRIAN
12601538,2/27/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12578599,2/28/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12564781,2/29/12,2012,K - FATAL INJURY,0,0,0,0,0,4 - PEDESTRIAN
12565717,2/29/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12576557,2/29/12,2012,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
12567268,3/1/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12578658,3/1/12,2012,N - NOT INJURED,0,1,0,0,0,4 - PEDESTRIAN
12581319,3/1/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12569114,3/2/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12569363,3/2/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12569406,3/2/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12576539,3/2/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12569349,3/4/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12569374,3/4/12,2012,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
12569444,3/5/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12570966,3/5/12,2012,N - NOT INJURED,0,1,0,0,0,4 - PEDESTRIAN
12571060,3/5/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12574893,3/6/12,2012,N - NOT INJURED,0,1,0,0,0,4 - PEDESTRIAN
12574924,3/6/12,2012,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
12581091,3/6/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12599540,3/6/12,2012,N - NOT INJURED,0,1,0,0,0,4 - PEDESTRIAN
12581331,3/7/12,2012,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
12594120,3/7/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12578646,3/8/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12581151,3/9/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12581164,3/9/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12581232,3/9/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12581409,3/9/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12581488,3/9/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12629834,3/9/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12581448,3/11/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12585349,3/11/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12585349,3/11/12,2012,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
12663035,3/11/12,2012,N - NOT INJURED,0,1,0,0,0,4 - PEDESTRIAN
12582826,3/12/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12588633,3/14/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12588633,3/14/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12592162,3/15/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12594262,3/17/12,2012,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
12594274,3/17/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12594275,3/17/12,2012,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
12594275,3/17/12,2012,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
12594285,3/17/12,2012,K - FATAL INJURY,0,0,0,0,0,4 - PEDESTRIAN
12594339,3/17/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12601500,3/17/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12613927,3/17/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12594317,3/18/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12596817,3/18/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12604375,3/18/12,2012,N - NOT INJURED,0,1,0,0,0,4 - PEDESTRIAN
12596852,3/19/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12596881,3/19/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12599503,3/19/12,2012,K - FATAL INJURY,0,0,0,0,0,4 - PEDESTRIAN
12601377,3/20/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12602668,3/21/12,2012,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
12602674,3/21/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12602728,3/21/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12609561,3/21/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12602847,3/22/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12604308,3/22/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12604435,3/23/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12604495,3/23/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12604499,3/23/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12609463,3/23/12,2012,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
12604568,3/24/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12605534,3/25/12,2012,K - FATAL INJURY,0,0,0,0,0,4 - PEDESTRIAN
12611011,3/26/12,2012,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
12633665,3/26/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12609502,3/27/12,2012,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
12610972,3/27/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12611048,3/27/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12611048,3/27/12,2012,N - NOT INJURED,0,1,0,0,0,4 - PEDESTRIAN
12615820,3/27/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12615820,3/27/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12614070,3/29/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12615821,3/29/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12615807,3/30/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12615877,3/30/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12616037,3/30/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12624378,3/30/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12615982,3/31/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12616083,3/31/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12636223,3/31/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12618551,4/1/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12631092,4/1/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12633649,4/1/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12618607,4/2/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12622288,4/2/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12624387,4/3/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12646266,4/3/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12626913,4/4/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12624474,4/5/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12624645,4/5/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12627053,4/5/12,2012,N - NOT INJURED,0,1,0,0,0,4 - PEDESTRIAN
12627077,4/5/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12627080,4/5/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12630122,4/5/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12630122,4/5/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12630054,4/6/12,2012,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
12630054,4/6/12,2012,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
12629964,4/7/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12630036,4/7/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12633568,4/7/12,2012,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
12631072,4/9/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12641129,4/9/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12635605,4/10/12,2012,K - FATAL INJURY,0,0,0,0,0,4 - PEDESTRIAN
12635605,4/10/12,2012,K - FATAL INJURY,0,0,0,0,0,4 - PEDESTRIAN
12636282,4/11/12,2012,99 - UNKNOWN,0,0,0,0,0,4 - PEDESTRIAN
12638701,4/11/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12639434,4/13/12,2012,N - NOT INJURED,0,1,0,0,0,4 - PEDESTRIAN
12641229,4/13/12,2012,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
12641253,4/13/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12643102,4/16/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12646292,4/16/12,2012,N - NOT INJURED,0,1,0,0,0,4 - PEDESTRIAN
12648377,4/16/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12646195,4/17/12,2012,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
12648307,4/17/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12651209,4/17/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12648429,4/18/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12651090,4/18/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12660277,4/19/12,2012,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
12652943,4/20/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12653076,4/20/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12655084,4/21/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12659928,4/21/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12655149,4/22/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
12658126,4/22/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12658133,4/22/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12655170,4/23/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12659955,4/23/12,2012,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
12674461,4/23/12,2012,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
